,member_ID,order_ID,name,collected?,order_requests,deposits,delivery_date,order_request_value
10,22,3,XXX,True,"{'24': {'filled': '0', 'ordered': '5.0'}, '25': {'filled': '0', 'ordered': '3.0'}, '27': {'filled': '1.0', 'ordered': '1.0'}, '75': {'filled': '0', 'ordered': '3.0'}, '138': {'filled': '2.0', 'ordered': '2.0'}, '139': {'filled': '2.0', 'ordered': '2.0'}, '163': {'filled': '2.0', 'ordered': '2.0'}, '197': {'filled': '1.0', 'ordered': '1.0'}, '206': {'filled': '5.0', 'ordered': '5.0'}, '211': {'filled': '2.0', 'ordered': '2.0'}, '215': {'filled': '2.0', 'ordered': '2.0'}, '254': {'filled': '0', 'ordered': '5.0'}, '267': {'filled': '2.0', 'ordered': '2.0'}, '268': {'filled': '0', 'ordered': '6.0'}, '270': {'filled': '0', 'ordered': '10.0'}, '274': {'filled': '2.0', 'ordered': '2.0'}}",,2020-02-20,29.74
11,23,3,XXX,True,"{'25': {'filled': '0', 'ordered': '2.0'}, '138': {'filled': '1.0', 'ordered': '1.0'}, '270': {'filled': '0', 'ordered': '1.0'}, '272': {'filled': '0.0', 'ordered': '1.0'}, '274': {'filled': '2.0', 'ordered': '2.0'}}",,2020-02-20,3.67
12,30,3,XXX,True,"{'40': {'filled': '2.0', 'ordered': '2.0'}}",,2020-02-20,3.08
13,33,3,XXX,True,"{'27': {'filled': '3.0', 'ordered': '3.0'}, '106': {'filled': '0', 'ordered': '2.0'}, '211': {'filled': '4.0', 'ordered': '4.0'}, '247': {'filled': '0', 'ordered': '1.0'}, '268': {'filled': '0', 'ordered': '1.0'}, '279': {'filled': '1.0', 'ordered': '1.0'}}",,2020-02-20,11.59
14,34,3,XXX,True,"{'40': {'filled': '1.0', 'ordered': '1.0'}, '62': {'filled': '0', 'ordered': '1.0'}, '75': {'filled': '0.0', 'ordered': '1.0'}, '115': {'filled': '3.0', 'ordered': '3.0'}, '211': {'filled': '2.0', 'ordered': '2.0'}}",,2020-02-20,29.44
15,35,3,XXX,True,"{'27': {'filled': '1.0', 'ordered': '1.0'}, '67': {'filled': '2.0', 'ordered': '2.0'}, '71': {'filled': '6.0', 'ordered': '6.0'}, '75': {'filled': '0.0', 'ordered': '2.0'}, '117': {'filled': '1.0', 'ordered': '1.0'}, '121': {'filled': '2.0', 'ordered': '2.0'}, '139': {'filled': '2.0', 'ordered': '2.0'}, '163': {'filled': '6.0', 'ordered': '6.0'}, '235': {'filled': '6.0', 'ordered': '6.0'}, '247': {'filled': '0', 'ordered': '1.0'}, '254': {'filled': '0', 'ordered': '1.0'}, '259': {'filled': '1.0', 'ordered': '1.0'}, '274': {'filled': '1.0', 'ordered': '1.0'}, '277': {'filled': '1.0', 'ordered': '1.0'}}",,2020-02-20,85.17
16,36,3,XXX,True,"{'75': {'filled': '0', 'ordered': '6.0'}, '94': {'filled': '8.0', 'ordered': '8.0'}, '193': {'filled': '12.0', 'ordered': '12.0'}, '211': {'filled': '12.0', 'ordered': '12.0'}, '280': {'filled': '6.0', 'ordered': '6.0'}, '281': {'filled': '6.0', 'ordered': '6.0'}}",,2020-02-20,66.64
17,38,3,XXX,True,"{'247': {'filled': '0', 'ordered': '1.0'}, '279': {'filled': '1.0', 'ordered': '1.0'}}",,2020-02-20,1.63
18,39,3,XXX,True,"{'259': {'filled': '1.0', 'ordered': '1.0'}, '268': {'filled': '0', 'ordered': '1.0'}}",,2020-02-20,1.64
19,41,3,XXX,True,"{'259': {'filled': '1.0', 'ordered': '1.0'}}",,2020-02-20,1.64
20,43,3,XXX,True,"{'75': {'filled': '0.0', 'ordered': '1.0'}, '277': {'filled': '1.0', 'ordered': '1.0'}}",,2020-02-20,1.66
21,44,3,XXX,True,"{'211': {'filled': '3.0', 'ordered': '3.0'}}",,2020-02-20,2.61
22,46,3,Supercoop,True,"{'24': {'filled': '0', 'ordered': '1.0'}, '205': {'filled': '1', 'ordered': '2.0'}}",,2020-02-20,0.97
23,1,4,XXX,True,"{'317': {'filled': '1.0', 'ordered': '1.0'}, '331': {'filled': '4.0', 'ordered': '4.0'}, '690': {'filled': '3.0', 'ordered': '3.0'}, '754': {'filled': '12'}}",,2020-03-06,12.17
24,2,4,XXX,True,"{'316': {'filled': '1.0', 'ordered': '1.0'}, '507': {'filled': '0.2', 'ordered': '0.15'}, '754': {'filled': '6', 'ordered': '4.0'}}",,2020-03-06,8.4
25,3,4,XXX,True,"{'339': {'filled': '1.51', 'ordered': '1.5'}, '394': {'filled': '1.53', 'ordered': '1.5'}, '754': {'filled': '6.0', 'ordered': '6.0'}}",,2020-03-06,8.17
26,6,4,XXX,True,"{'317': {'filled': '1.0', 'ordered': '1.0'}, '691': {'filled': '1.0', 'ordered': '1.0'}}",,2020-03-06,10.79
27,7,4,XXX,True,"{'316': {'filled': '1.0', 'ordered': '1.0'}, '362': {'filled': '0.0', 'ordered': '1.0'}}",,2020-03-06,3.25
28,9,4,XXX,True,{'754': {'filled': '10'}},,2020-03-06,2.1
29,10,4,XXX,True,"{'339': {'filled': '0.0', 'ordered': '0.4'}, '648': {'filled': '1.0', 'ordered': '1.0'}, '690': {'filled': '3.0', 'ordered': '3.0'}}",,2020-03-06,5.3
30,11,4,XXX,True,"{'754': {'filled': '10.0', 'ordered': '10.0'}}",,2020-03-06,2.1
31,12,4,XXX,True,"{'316': {'filled': '1.0', 'ordered': '1.0'}, '339': {'filled': '1.46', 'ordered': '1.5'}, '508': {'filled': '0.23', 'ordered': '0.15'}}",,2020-03-06,11.15
32,13,4,XXX,True,"{'339': {'filled': '1.0', 'ordered': '1.0'}, '754': {'filled': '6'}}",,2020-03-06,3.61
33,19,4,XXX,True,"{'362': {'filled': '2.02', 'ordered': '2.0'}, '504': {'filled': '0.14', 'ordered': '0.1'}}",,2020-03-06,5.65
34,22,4,XXX,True,"{'339': {'filled': '1.51', 'ordered': '1.5'}, '362': {'filled': '2.01', 'ordered': '2.0'}, '648': {'filled': '1.0', 'ordered': '1.0'}, '754': {'filled': '6', 'ordered': '4.0'}}",,2020-03-06,9.42
35,23,4,XXX,True,"{'362': {'filled': '0.0', 'ordered': '1.0'}}",,2020-03-06,0.0
36,30,4,XXX,True,"{'316': {'filled': '1.0', 'ordered': '1.0'}, '339': {'filled': '0.52', 'ordered': '0.5'}, '394': {'filled': '0.5', 'ordered': '0.5'}}",,2020-03-06,5.57
37,33,4,XXX,True,"{'362': {'filled': '1.05', 'ordered': '1.5'}, '394': {'filled': '1.05', 'ordered': '1.0'}, '755': {'filled': '1.08', 'ordered': '0.8'}}",,2020-03-06,25.43
38,34,4,XXX,True,"{'339': {'filled': '1.97', 'ordered': '2.0'}, '362': {'filled': '1.93', 'ordered': '2.0'}, '394': {'filled': '1.0', 'ordered': '1.0'}, '754': {'filled': '10.0', 'ordered': '10.0'}, '841': {'filled': '1.0', 'ordered': '1.0'}}",,2020-03-06,14.38
39,35,4,XXX,True,"{'504': {'filled': '0.14', 'ordered': '0.1'}, '508': {'filled': '0.23', 'ordered': '0.15'}, '754': {'filled': '10.0', 'ordered': '10.0'}}",,2020-03-06,9.3
40,43,4,XXX,True,"{'332': {'filled': '1.0', 'ordered': '1.0'}, '607': {'filled': '1.0', 'ordered': '1.0'}, '754': {'filled': '6'}, '755': {'filled': '1', 'ordered': '0.8'}}",,2020-03-06,25.15
41,44,4,XXX,True,"{'339': {'filled': '1.17', 'ordered': '1.0'}, '362': {'filled': '0.98', 'ordered': '1.0'}, '754': {'filled': '6', 'ordered': '14.0'}}",,2020-03-06,5.43
42,45,4,XXX,True,"{'318': {'filled': '1.0', 'ordered': '1.0'}, '322': {'filled': '1.0', 'ordered': '1.0'}, '691': {'filled': '1.0', 'ordered': '1.0'}, '754': {'filled': '6.0', 'ordered': '6.0'}}",,2020-03-06,15.5
43,46,4,Supercoop,True,"{'754': {'filled': '0', 'ordered': '26.0'}}",,2020-03-06,0.0
44,47,4,XXX,True,"{'316': {'filled': '1.0', 'ordered': '1.0'}}",,2020-03-06,3.25
45,1,8,XXX,True,"{'337': {'filled': '3.0', 'ordered': '3.0'}, '346': {'filled': '0.74', 'ordered': '0.7'}, '350': {'filled': '0.88', 'ordered': '0.8'}, '355': {'filled': '1.0', 'ordered': '1.0'}, '370': {'filled': '1.0', 'ordered': '1.0'}, '383': {'filled': '0.76', 'ordered': '0.75'}, '387': {'filled': '2.0', 'ordered': '2.0'}, '412': {'filled': '3.0', 'ordered': '3.0'}, '427': {'filled': '1.0', 'ordered': '1.0'}, '428': {'filled': '', 'ordered': '3.0'}, '489': {'filled': '0.23', 'ordered': '0.2'}, '495': {'filled': '0', 'ordered': '0.2'}, '518': {'filled': '2.0', 'ordered': '2.0'}, '611': {'filled': '0', 'ordered': '2.0'}, '668': {'filled': '0', 'ordered': '1.0'}, '733': {'filled': '2.0', 'ordered': '2.0'}}",,2020-03-13,30.16
46,2,8,XXX,True,"{'337': {'filled': '1'}, '368': {'filled': '0.47'}, '401': {'filled': '0.47', 'ordered': '0.5'}, '444': {'filled': '1.0', 'ordered': '1.0'}, '473': {'filled': '1', 'ordered': '2.0'}, '489': {'filled': '0.14'}, '518': {'filled': '1'}}",,2020-03-13,8.54
47,3,8,XXX,True,"{'350': {'filled': '1.97', 'ordered': '2.0'}, '355': {'filled': '2.0', 'ordered': '2.0'}, '371': {'filled': '0.91', 'ordered': '1.0'}, '373': {'filled': '1.0', 'ordered': '1.0'}, '380': {'filled': '0', 'ordered': '0.2'}, '383': {'filled': '0.33', 'ordered': '0.3'}, '387': {'filled': '2.0', 'ordered': '2.0'}, '400': {'filled': '1.0', 'ordered': '1.0'}, '402': {'filled': '1.0', 'ordered': '1.0'}, '412': {'filled': '1.0', 'ordered': '1.0'}, '413': {'filled': '3.0', 'ordered': '3.0'}, '427': {'filled': '3.0', 'ordered': '3.0'}, '473': {'filled': '2.0', 'ordered': '2.0'}, '499': {'filled': '0.3', 'ordered': '0.3'}, '518': {'filled': '1.0', 'ordered': '1.0'}, '611': {'filled': '0', 'ordered': '1.0'}, '654': {'filled': '1.0', 'ordered': '1.0'}, '658': {'filled': '2.0', 'ordered': '2.0'}, '668': {'filled': '0', 'ordered': '3.0'}, '670': {'filled': '1.0', 'ordered': '1.0'}, '671': {'filled': '0', 'ordered': '3.0'}, '733': {'filled': '2.0', 'ordered': '2.0'}, '832': {'filled': '1.0', 'ordered': '1.0'}}",,2020-03-13,41.1
48,7,8,XXX,True,"{'337': {'filled': '1'}, '355': {'filled': '0.5', 'ordered': '0.5'}, '368': {'filled': '0.48', 'ordered': '0.5'}, '371': {'filled': '0.21', 'ordered': '0.25'}, '400': {'filled': '1'}, '499': {'filled': '0.3', 'ordered': '0.3'}, '658': {'filled': '1.0', 'ordered': '1.0'}, '676': {'filled': '2.0', 'ordered': '2.0'}, '701': {'filled': '12.0', 'ordered': '12.0'}}",{'1.79': 2},2020-03-13,19.05
49,9,8,XXX,True,"{'346': {'filled': '0.97', 'ordered': '1.0'}, '355': {'filled': '2.0', 'ordered': '2.0'}, '413': {'filled': '2.0', 'ordered': '2.0'}, '427': {'filled': '8.0', 'ordered': '8.0'}, '489': {'filled': '0.42', 'ordered': '0.4'}, '499': {'filled': '0.3', 'ordered': '0.3'}, '709': {'filled': '2.0', 'ordered': '2.0'}, '765': {'filled': '1.0', 'ordered': '1.0'}, '768': {'filled': '0', 'ordered': '2.0'}}",,2020-03-13,37.57
50,11,8,XXX,True,"{'355': {'filled': '1.01'}, '371': {'filled': '0.48', 'ordered': '1.0'}, '380': {'filled': '0', 'ordered': '0.2'}, '387': {'filled': '1'}, '400': {'filled': '1.0', 'ordered': '1.0'}, '518': {'filled': '1'}, '670': {'filled': '1.0', 'ordered': '1.0'}, '671': {'filled': '0', 'ordered': '1.0'}, '709': {'filled': '1.0', 'ordered': '1.0'}}",,2020-03-13,13.0
51,12,8,XXX,True,"{'337': {'filled': '2.0', 'ordered': '2.0'}, '355': {'filled': '1.0', 'ordered': '1.0'}, '368': {'filled': '0.29', 'ordered': '0.3'}, '371': {'filled': '0.51', 'ordered': '0.5'}, '373': {'filled': '1.01', 'ordered': '1.0'}, '387': {'filled': '1.0', 'ordered': '1.0'}, '401': {'filled': '1.44', 'ordered': '1.5'}, '402': {'filled': '1.0', 'ordered': '1.0'}, '412': {'filled': '3.0', 'ordered': '3.0'}, '413': {'filled': '3.0', 'ordered': '3.0'}, '427': {'filled': '5.0', 'ordered': '5.0'}, '428': {'filled': '0', 'ordered': '1.0'}, '441': {'filled': '4.0', 'ordered': '4.0'}, '444': {'filled': '2.0', 'ordered': '2.0'}, '473': {'filled': '1.0', 'ordered': '1.0'}, '557': {'filled': '5.0', 'ordered': '5.0'}, '644': {'filled': '6.0', 'ordered': '6.0'}, '670': {'filled': '2.0', 'ordered': '2.0'}, '671': {'filled': '0', 'ordered': '1.0'}, '676': {'filled': '5.0', 'ordered': '5.0'}}",,2020-03-13,48.53
52,13,8,XXX,True,"{'346': {'filled': '0.41', 'ordered': '0.25'}, '355': {'filled': '0.28'}, '370': {'filled': '0.0', 'ordered': '1.0'}, '373': {'filled': '0.44', 'ordered': '0.5'}, '412': {'filled': '1.0', 'ordered': '1.0'}, '473': {'filled': '0.0', 'ordered': '1.0'}, '489': {'filled': '0.13', 'ordered': '0.1'}, '499': {'filled': '0.15', 'ordered': '0.15'}, '654': {'filled': '1', 'ordered': '1.0'}, '668': {'filled': '0', 'ordered': '2.0'}}",,2020-03-13,8.38
53,17,8,XXX,True,"{'346': {'filled': '1.02', 'ordered': '1.0'}, '355': {'filled': '1.0', 'ordered': '1.0'}, '413': {'filled': '2.0', 'ordered': '2.0'}, '427': {'filled': '3.0', 'ordered': '3.0'}, '832': {'filled': '1'}}",,2020-03-13,13.37
54,19,8,XXX,True,"{'355': {'filled': '1.11'}, '368': {'filled': '0.78', 'ordered': '0.7'}, '373': {'filled': '0.52', 'ordered': '1.5'}, '400': {'filled': '1.0', 'ordered': '1.0'}, '401': {'filled': '1.55', 'ordered': '1.5'}, '402': {'filled': '1.0', 'ordered': '1.0'}, '412': {'filled': '2'}, '414': {'filled': '0.45', 'ordered': '0.45'}, '473': {'filled': '1.0', 'ordered': '1.0'}, '489': {'filled': '0.15'}, '495': {'filled': '0', 'ordered': '0.15'}, '499': {'filled': '0.08'}, '654': {'filled': '1.0', 'ordered': '1.0'}, '658': {'filled': '1'}, '709': {'filled': '1'}, '733': {'filled': '1'}, '832': {'filled': '1.0', 'ordered': '1.0'}}",,2020-03-13,30.05
55,22,8,XXX,True,"{'337': {'filled': '2.0', 'ordered': '2.0'}, '355': {'filled': '1.5', 'ordered': '1.5'}, '368': {'filled': '0.47', 'ordered': '0.5'}, '371': {'filled': '0.5', 'ordered': '1.0'}, '373': {'filled': '0.49', 'ordered': '1.0'}, '383': {'filled': '0.22', 'ordered': '0.2'}, '387': {'filled': '1.0', 'ordered': '1.0'}, '414': {'filled': '0.22', 'ordered': '0.2'}, '444': {'filled': '1.0', 'ordered': '1.0'}, '473': {'filled': '1', 'ordered': '1.0'}, '499': {'filled': '0.4', 'ordered': '0.4'}, '518': {'filled': '4.0', 'ordered': '4.0'}, '609': {'filled': '0', 'ordered': '6.0'}, '611': {'filled': '0', 'ordered': '3.0'}, '658': {'filled': '2.0', 'ordered': '2.0'}, '670': {'filled': '1.0', 'ordered': '1.0'}}",,2020-03-13,27.23
56,30,8,XXX,True,"{'346': {'filled': '0.33', 'ordered': '0.3'}, '368': {'filled': '0.47', 'ordered': '0.5'}, '373': {'filled': '0.51', 'ordered': '0.5'}, '380': {'filled': '0', 'ordered': '0.2'}, '400': {'filled': '1'}, '654': {'filled': '2.0', 'ordered': '2.0'}, '676': {'filled': '1.0', 'ordered': '1.0'}}",,2020-03-13,7.2
57,33,8,XXX,True,"{'350': {'filled': '1.51', 'ordered': '1.5'}, '371': {'filled': '0.95', 'ordered': '1.0'}, '373': {'filled': '1.44', 'ordered': '1.5'}, '387': {'filled': '2.0', 'ordered': '2.0'}, '400': {'filled': '1'}, '402': {'filled': '1.0', 'ordered': '1.0'}, '495': {'filled': '0', 'ordered': '0.4'}, '644': {'filled': '2.0', 'ordered': '2.0'}, '670': {'filled': '1.0', 'ordered': '1.0'}}",,2020-03-13,15.18
58,34,8,XXX,True,"{'350': {'filled': '1.07', 'ordered': '1.0'}, '355': {'filled': '1.0', 'ordered': '1.0'}, '373': {'filled': '1.0', 'ordered': '1.0'}, '380': {'filled': '0', 'ordered': '0.2'}, '383': {'filled': '0.97', 'ordered': '1.0'}, '387': {'filled': '2.0', 'ordered': '2.0'}, '400': {'filled': '1.0', 'ordered': '1.0'}, '402': {'filled': '2.0', 'ordered': '2.0'}, '413': {'filled': '2.0', 'ordered': '2.0'}, '414': {'filled': '0.32', 'ordered': '0.3'}, '832': {'filled': '2.0', 'ordered': '2.0'}, '851': {'filled': '5.0', 'ordered': '5.0'}}",,2020-03-13,30.98
59,35,8,XXX,True,"{'355': {'filled': '2.0', 'ordered': '2.0'}, '368': {'filled': '0.6', 'ordered': '0.5'}, '370': {'filled': '2.0', 'ordered': '2.0'}, '371': {'filled': '0.24', 'ordered': '0.5'}, '383': {'filled': '0.51', 'ordered': '0.5'}, '387': {'filled': '2.0', 'ordered': '2.0'}, '401': {'filled': '0.0', 'ordered': '0.5'}, '414': {'filled': '0.3', 'ordered': '0.3'}, '489': {'filled': '0.3', 'ordered': '0.3'}, '495': {'filled': '0', 'ordered': '0.15'}}",,2020-03-13,17.97
60,38,8,XXX,True,"{'346': {'filled': '0.32'}, '383': {'filled': '0.45', 'ordered': '0.5'}, '400': {'filled': '1'}}",,2020-03-13,4.48
61,39,8,XXX,True,{'518': {'filled': '0'}},,2020-03-13,0.0
62,41,8,XXX,True,"{'346': {'filled': '0.54', 'ordered': '0.5'}, '370': {'filled': '1.0', 'ordered': '1.0'}, '373': {'filled': '0.47', 'ordered': '0.5'}, '380': {'filled': '0', 'ordered': '0.2'}, '383': {'filled': '0.56', 'ordered': '0.5'}, '387': {'filled': '1.0', 'ordered': '1.0'}, '400': {'filled': '1'}, '412': {'filled': '2.0', 'ordered': '2.0'}, '414': {'filled': '0.56', 'ordered': '0.5'}, '427': {'filled': '2.0', 'ordered': '2.0'}, '441': {'filled': '1.0', 'ordered': '1.0'}, '499': {'filled': '0.2', 'ordered': '0.2'}, '765': {'filled': '1.0', 'ordered': '1.0'}, '768': {'filled': '0', 'ordered': '1.0'}}",,2020-03-13,20.59
63,42,8,XXX,True,"{'346': {'filled': '0.38'}, '368': {'filled': '0.27', 'ordered': '0.25'}, '370': {'filled': '2.0', 'ordered': '2.0'}, '383': {'filled': '0.28', 'ordered': '0.25'}, '412': {'filled': '1.0', 'ordered': '1.0'}, '427': {'filled': '2.0', 'ordered': '2.0'}, '444': {'filled': '1.0', 'ordered': '1.0'}, '495': {'filled': '0', 'ordered': '0.1'}, '733': {'filled': '1.0', 'ordered': '1.0'}}",,2020-03-13,12.63
64,44,8,XXX,True,"{'350': {'filled': '0.87', 'ordered': '1.0'}, '355': {'filled': '0.5', 'ordered': '0.5'}, '368': {'filled': '1.18', 'ordered': '1.0'}, '371': {'filled': '1.51', 'ordered': '1.5'}, '383': {'filled': '1.09', 'ordered': '1.0'}, '402': {'filled': '1.0', 'ordered': '1.0'}, '412': {'filled': '1.0', 'ordered': '1.0'}, '414': {'filled': '0.26', 'ordered': '0.25'}, '427': {'filled': '6.0', 'ordered': '6.0'}, '473': {'filled': '1.0', 'ordered': '1.0'}, '489': {'filled': '0.27', 'ordered': '0.3'}, '709': {'filled': '1.0', 'ordered': '1.0'}, '851': {'filled': '0.0', 'ordered': '2.0'}}",,2020-03-13,33.02
65,45,8,XXX,True,"{'355': {'filled': '0.9'}, '368': {'filled': '0.34'}, '412': {'filled': '2'}, '644': {'filled': '4.0', 'ordered': '4.0'}, '733': {'filled': '4.0', 'ordered': '4.0'}}",,2020-03-13,17.65
66,46,8,Supercoop,True,"{'337': {'filled': '1', 'ordered': '3.0'}, '346': {'filled': '', 'ordered': '0.75'}, '355': {'filled': '0', 'ordered': '3.0'}, '368': {'filled': '', 'ordered': '0.75'}, '387': {'filled': '0', 'ordered': '1.0'}, '400': {'filled': '1', 'ordered': '2.0'}, '412': {'filled': '', 'ordered': '6.0'}, '428': {'filled': '0', 'ordered': '2.0'}, '489': {'filled': '', 'ordered': '0.2'}, '518': {'filled': '1', 'ordered': '3.0'}, '658': {'filled': '0', 'ordered': '1.0'}, '668': {'filled': '0', 'ordered': '6.0'}, '709': {'filled': '0', 'ordered': '1.0'}, '733': {'filled': '0', 'ordered': '1.0'}, '832': {'filled': '1', 'ordered': '2.0'}}",,2020-03-13,5.76
67,47,8,XXX,True,"{'355': {'filled': '1.5', 'ordered': '1.5'}, '412': {'filled': '2'}, '441': {'filled': '1.0', 'ordered': '1.0'}, '444': {'filled': '0.0', 'ordered': '3.0'}, '499': {'filled': '0.35', 'ordered': '0.35'}, '676': {'filled': '5.0', 'ordered': '5.0'}}",,2020-03-13,12.15
68,48,8,XXX,True,"{'373': {'filled': '1.98', 'ordered': '2.0'}, '402': {'filled': '1.0', 'ordered': '1.0'}, '412': {'filled': '2.0', 'ordered': '2.0'}, '654': {'filled': '2.0', 'ordered': '2.0'}, '701': {'filled': '12.0', 'ordered': '12.0'}, '709': {'filled': '1.0', 'ordered': '1.0'}}",{'1.79': 2},2020-03-13,21.22
69,50,8,XXX,True,"{'350': {'filled': '0.67', 'ordered': '0.7'}, '355': {'filled': '1.08', 'ordered': '1.0'}, '371': {'filled': '1.02', 'ordered': '1.0'}, '373': {'filled': '1.01', 'ordered': '1.0'}, '401': {'filled': '1.4', 'ordered': '1.5'}, '444': {'filled': '1.0', 'ordered': '1.0'}, '557': {'filled': '1.0', 'ordered': '1.0'}, '671': {'filled': '0', 'ordered': '1.0'}, '676': {'filled': '2.0', 'ordered': '2.0'}, '765': {'filled': '1.0', 'ordered': '1.0'}}",,2020-03-13,13.73
70,1,12,XXX,True,"{'316': {'filled': '1.0', 'ordered': '1.0'}, '331': {'filled': '4.0', 'ordered': '4.0'}, '339': {'filled': '0.64', 'ordered': '0.6'}, '374': {'filled': '0.6', 'ordered': '0.6'}}",,2020-03-20,9.11
71,2,12,XXX,True,"{'362': {'filled': '1.03', 'ordered': '1.0'}, '374': {'filled': '0.48', 'ordered': '0.5'}}",,2020-03-20,2.25
72,3,12,XXX,True,"{'316': {'filled': '1.0', 'ordered': '1.0'}}",,2020-03-20,3.25
73,6,12,XXX,True,"{'318': {'filled': '1.0', 'ordered': '1.0'}, '362': {'filled': '0.69', 'ordered': '0.7'}, '754': {'filled': '12.0', 'ordered': '12.0'}, 'new_product_1': {'filled': '10'}}",,2020-03-20,10.37
