order_ID,product_ID,name,unit,origin,deposit,category,producer,tax_rate,net_price,bundle_size,supplier_code,amount_ordered,bundles_ordered,net_total_price
8,441,Lassi Mango  230ml,230ml,Schweiz,,Milchprodukte,,7.0,0.96,6.0,13076130,6.0,1.0,5.76
8,444,"Die Feine Linie Joghurt natur 3,8%",500g Glas,Deutschland,0.15,Milchprodukte,,7.0,0.84,6.0,130127,6.0,1.0,5.04
8,473,California Frischkäse Doppelrahmstufe,150g,Deutschland,,Milchprodukte,,7.0,1.02,7.0,145240,7.0,1.0,7.140000000000001
8,489,"Nordseekäse, 6 Monate an Meeresluft gereift, aromatisch süß mit angenehmer Salznote, edles Milcharoma   1,5 kg               ",kg,Thiese Mejeri Dänemark,,Milchprodukte,,7.0,14.89,1.5,180120,1.5,1.0,22.335
8,495,"Leichte Marie, Heumilchkäse, halbfester Schnittkäse 1kg",kg,regional,,Milchprodukte,,7.0,12.99,1.0,144390,1.0,1.0,12.99
8,499,"Almriegel, 3 Monate gereift, Bergkäse, aromatisch, nusskernartig    2kg ",kg,Deutschland,,Milchprodukte,,7.0,10.19,2.0,190015,2.0,1.0,20.38
8,518,Cornflakes Original,375g,Deutschland,,Müsli und Flocken,,7.0,1.58,10.0,420825,10.0,1.0,15.8
8,557,"Rote Linsen, Morgenland",500g,Türkei,,"Hülsenfrüchte, Nüsse und Trockenfrüchte",,7.0,1.11,6.0,414146,6.0,1.0,6.66
8,609,Zwergenwiese streich's drauf Bruschesto,160g Glas,Deutschland,,Aufstriche und Marmeladen,,7.0,1.63,6.0,465420,6.0,1.0,9.78
8,611,Zwergenwiese streich's drauf - ARRABITOM ,160g,Deutschland,,Aufstriche und Marmeladen,,7.0,1.63,6.0,465426,6.0,1.0,9.78
8,644,La Bio Idea Passata,700ml Glas,Italien,,Konserven und Gläser,,7.0,1.19,12.0,449202,12.0,1.0,14.28
8,654,Zuckermais (Green Organics),350g Glas,Deutschland,,Konserven und Gläser,,7.0,0.9,6.0,448601,6.0,1.0,5.4
8,658,Kokosmilch (Terra),400ml,Sri Lanka,,Konserven und Gläser,,7.0,1.53,6.0,450091,6.0,1.0,9.18
8,668,Natumi Haferdrink mit Calcium,1l,Deutschland,,vegane Drinks,,19.0,1.3599999999999999,12.0,463319,12.0,1.0,16.32
8,670,Taifun Räuchertofu Mandel Sesam,200g,Deutschland,,vegane Produkte,,7.0,1.96,6.0,200374,6.0,1.0,11.76
8,671,Taifun Black Forest Tofu,200g,Deutschland,,vegane Produkte,,7.0,1.9,6.0,200253,6.0,1.0,11.399999999999999
8,676,Soja Cuisine ,200ml,Italien,,vegane Produkte,,7.0,0.67,15.0,462139,15.0,1.0,10.05
8,701,Wasser St.Leonhardt Lichtquelle,1l Flasche,Deutschland,0.15,Getränke,,19.0,0.71,6.0,129267,24.0,4.0,17.04
8,709,Chateau La Croix Bordeaux Superieur AOP,"0,75l Flasche",Frankreich,,Getränke – Wein,,19.0,4.91,6.0,407229,6.0,1.0,29.46
8,733,"Zotter Schokolade ""Für Fleißige"" Karamellisierte  Nüsse 60%",70g,Österreich,,"Schokolade, Süßigkeiten, Knabberzeug, Kekse",,7.0,2.12,10.0,48564220,10.0,1.0,21.200000000000003
8,765,"Delikatess Leberwurst, fein 120g",Stück,Deutschland,,Fleisch & Wurst,,7.0,1.54,3.0,676232,3.0,1.0,4.62
8,768,Lyoner mit Pistazien Terra 70g- Aufschnitt,Stück,Deutschland,,Fleisch & Wurst,,7.0,1.25,3.0,273820,3.0,1.0,3.75
8,832,Sonett Geschirrspülmittel Nachfüllflasche Lemon 1 Liter,1 Liter,Deutschland,,Kosmetik / Drogeriewaren,,19.0,2.19,6.0,857062,6.0,1.0,13.14
8,851,"Haferflocken, grob",kg,Finnland,,Getreideprodukte,Do-It,7.0,1.78,5.0,415612,5.0,1.0,8.9
12,316,demeter Dreisaatenbrot,750g Stück,"Görlitzer Brotschmiede, demeter",,Brot,,7.0,3.25,1.0,1856,7.0,7.0,22.75
12,318,demeter Sonnenkernbrot,750g Stück,"Görlitzer Brotschmiede, demeter",,Brot,,7.0,3.25,1.0,1858,1.0,1.0,3.25
12,323,demeter Dinkel-Vollkorn,600g Stück,"Görlitzer Brotschmiede, demeter",,Brot,,7.0,3.59,1.0,1862,2.0,2.0,7.18
12,325,demeter Dinkelsprossenbrot,500g Stück,"Görlitzer Brotschmiede, demeter",,Brot,,7.0,3.29,1.0,1014,1.0,1.0,3.29
12,329,demeter Roggelchen,100g Stück,"Görlitzer Brotschmiede, demeter",,Brot,,7.0,0.43,1.0,1870,2.0,2.0,0.86
12,331,Bio - Milch-Rosinen-Schnecken,Stück,"Görlitzer Brotschmiede, demeter",,Brot,,7.0,0.79,1.0,1115,15.0,15.0,11.850000000000001
12,339,"Äpfel Braeburn, I. Wahl (Krauscha)",kg,regional,,Obst,,7.0,2.35,9.0,Stadtgut Görlitz,18.0,2.0,42.300000000000004
12,362,"Kartoffeln Belana (fk), Lindenhof",kg,regional,,Gemüse,,7.0,1.25,8.0,Lindenhof,16.0,2.0,20.0
12,374,Möhren gelb (Lebenskunst),kg,regional,,Gemüse,,7.0,2.0,5.0,Lebenskunst,4.0,1.0,8.0
12,508,"Camembert mit Kräutern der Provence vom Lindenhof (für die Bestellung von 1 Stück 0,15 als Menge eintragen)","kg, in Stücken à 120-150 g",regional,,Milchprodukte,,7.0,19.45,0.15,Lindenhof,0.15,1.0,2.9175
12,648,Apfel-Birnenmus,400g Glas,regional,,Konserven und Gläser,,7.0,1.7000000000000002,1.0,6023,2.0,2.0,3.4000000000000004
12,690,Apfelsaft naturtrüb,"0,7l Flasche",Kellterei Neubert,0.15,Getränke,,19.0,1.2,6.0,1316,6.0,1.0,7.199999999999999
12,691,"Apfelsaft ""Bag in Box"", Box á 5 Liter",Stück,regional,,Getränke,,19.0,7.9,1.0,Gut Krauscha,1.0,1.0,7.9
12,754,Eier Größe M (lose),Stück,regional,,Eier,,7.0,0.33,90.0,129121,90.0,1.0,29.700000000000003
12,755,"Roastbeef, TK  (in Teilstücken von 400g bis 1kg)",kg,regional,,Fleisch & Wurst,,7.0,20.0,0.4,Gut Krauscha,0.4,1.0,8.0
12,843,"Frühlingszauber (frühblühender Artenmix aus Mannsschild, Goldlackvarianten, Tausendschön und Hornveilchen ""Black Molly"" für den Frühling vom Balkon (oder im Beet))",1 Topf,,,non-food,Bio-Gärtnerei Wagner,19.0,1.4,8.0,Bio-Gärtnerei Wagner,8.0,1.0,11.2
12,861,Bärlauch,Bund,,,Gemüse,,7.0,1.3,5.0,Lebenskunst,5.0,1.0,6.5
12,new_product_1,Eier mini,1,,,,,7.0,0.23,,,90.0,,20.7
15,6,"Dolmas Weinblätter gefüllt mit Reis, Projekt",280g,Türkei,,Konserven und Gläser,,7.0,2.73,6.0,1204410,6.0,1.0,16.38
15,10,Kokosraspel,250g,Sri Lanka,,Backzutaten,,7.0,1.4,6.0,314250,6.0,1.0,8.399999999999999
15,24,Soja-Schnetzel grob,125g,Frankreich,,Vegan,,7.0,1.06,6.0,704515,6.0,1.0,6.36
15,25,Soja-Schnetzel fein,125g,Frankreich,,Vegan,,7.0,1.06,6.0,704565,6.0,1.0,6.36
15,36,Popcorn-Mais,500g,Ungarn,,Getreideprodukte,,7.0,1.52,6.0,404330,6.0,1.0,9.120000000000001
15,50,Linsen - Beluga Linsen schwarz,500g,Kanada,,Hülsenfrüchte,,7.0,2.41,6.0,702730,6.0,1.0,14.46
15,52,Bohnen - Kidney Bohnen rot,500g,China,,Hülsenfrüchte,,7.0,1.82,6.0,700630,6.0,1.0,10.92
15,55,Kichererbsen,500g,Italien,,Hülsenfrüchte,,7.0,1.6800000000000002,6.0,703130,6.0,1.0,10.080000000000002
15,59,Schwarze Bohnen in der Dose,400g,nEU,,Konserven und Gläser,,7.0,0.9,6.0,703465,6.0,1.0,5.4
15,60,Rote Kidney Bohnen in der Dose,400g,nEU,,Konserven und Gläser,,7.0,0.9,6.0,703475,6.0,1.0,5.4
15,62,Weiße Cannellini Bohnen in der Dose,400g,nEU,,Konserven und Gläser,,7.0,0.9,6.0,703485,6.0,1.0,5.4
15,64,Gusto Espresso all´italiana ganze Bohne HIH,1kg,nEU,,Kaffee und Tee,,7.0,11.8,4.0,1485710,4.0,1.0,47.2
15,66,"Frischkäse, Doppelrahm 70%",175g,EU,,Milchprodukte – Käse,,7.0,1.23,6.0,1102245,6.0,1.0,7.38
15,71,Studentenfutter,500g,EU/nEU,,Nüsse und Kerne,,7.0,5.6,6.0,810600,6.0,1.0,33.599999999999994
15,75,Kokosmilch,400ml,Sri Lanka,,Konserven und Gläser,,7.0,1.4100000000000001,6.0,1906200,12.0,2.0,16.92
15,84,Mond & Sterne Müsli,1kg,EU/nEU,,Müsli und Flocken,,7.0,5.1,5.0,801660,5.0,1.0,25.5
15,86,Mandel-Tonka-Creme,250g,EU/nEU,,Aufstriche – nussiges,,7.0,3.63,6.0,130705,6.0,1.0,21.78
15,102,Cashewbruch HIH,200g,Indien,,Nüsse und Kerne,,7.0,3.68,8.0,204545,8.0,1.0,29.44
15,106,Erdnussmus Crunchy mit Salz,500g,nEU,,Aufstriche – nussiges,,7.0,3.12,6.0,110400,12.0,2.0,37.44
15,117,"Oliven Kalamata violett, ohne Stein in Lake",315g,Griechenland,,Konserven und Gläser,,7.0,2.99,6.0,1202570,6.0,1.0,17.94
15,121,"Gemischte Oliven mit Kräutern, ohne Stein geölt",170g,Griechenland,,Konserven und Gläser,,7.0,3.16,6.0,1202890,6.0,1.0,18.96
15,138,"Pesto Rosso, vegan",130ml,EU/nEU,,Konserven und Gläser,,7.0,2.35,6.0,1203365,6.0,1.0,14.100000000000001
15,139,"Pesto Verde, vegan",130ml,EU/nEU,,Konserven und Gläser,,7.0,2.35,6.0,1203385,6.0,1.0,14.100000000000001
15,145,Himalaya Basmati Reis natur,500g,Indien,,Reis,,7.0,1.8399999999999999,6.0,406271,6.0,1.0,11.04
15,156,Samba Haselnuss,750g,EU/nEU,,Aufstriche – nussiges,,7.0,8.2,6.0,160590,6.0,1.0,49.199999999999996
15,163,Nirwana vegane Schokolade mit Praliné-Füllung HIH,100g,EU/nEU,,Schokolade,,7.0,1.45,12.0,1430340,12.0,1.0,17.4
15,182,Kokosblütenzucker,250g,Indonesien,,Backzutaten,,7.0,2.36,4.0,1400860,4.0,1.0,9.44
15,183,Ahornsirup Grad A,250ml,Kanada,,Backzutaten,,7.0,4.36,6.0,1400025,6.0,1.0,26.160000000000004
15,192,Bandnudeln Semola,500g,Italien,,Nudeln,,7.0,1.15,12.0,503790,12.0,1.0,13.799999999999999
15,195,"Spaghettini Semola, no.3",500g,Italien,,Nudeln,,7.0,0.97,12.0,503560,12.0,1.0,11.64
15,197,Spirelli Semola,2kg,Italien,,Nudeln,,7.0,3.38,3.0,503695,3.0,1.0,10.14
15,207,Spirelli Vollkorn,kg,Italien,,Nudeln,,7.0,1.65,5.0,500550,5.0,1.0,8.25
15,210,Tomaten geschält in der Dose,800g,Italien,,Konserven und Gläser,,7.0,1.42,6.0,1300555,6.0,1.0,8.52
15,212,Pizzatomaten,330g,Italien,,Konserven und Gläser,,7.0,1.22,6.0,1300650,12.0,2.0,14.64
15,223,Getrocknete Mangos HIH,kg,Burkina Faso,,Trockenfrüchte,,7.0,18.2,1.0,313005,1.0,1.0,18.2
15,227,"Aprikosen ganz süß, Projekt",500g,Türkei,,Trockenfrüchte,,7.0,4.99,8.0,301330,8.0,1.0,39.92
15,228,"Rosinen, Projekt",500g,Türkei,,Trockenfrüchte,,7.0,2.71,8.0,303125,8.0,1.0,21.68
15,239,Chardonnay IGT Veneto,"0,75l",Italien,,Getränke – Wein,,19.0,3.96,6.0,2004235,6.0,1.0,23.759999999999998
15,240,Tempranillo Vino de la Tierra de Castilla,"0,75l",Spanien,,Getränke – Wein,,19.0,3.1,6.0,2005035,12.0,2.0,37.2
15,241,jo. Brotaufstrich Delikatess,140g,EU/nEU,,Aufstriche – herzhaft,,7.0,2.58,6.0,180700,6.0,1.0,15.48
15,247,"Gomasio, Sesam und Meersalz demeter, HIH",100g,Ägypten,,Gewürze,,7.0,1.8,6.0,1200850,6.0,1.0,10.8
15,248,FruchtGarten Erdbeere - 70% Fruchtanteil,225g,EU/nEU,,Aufstriche – fruchtiges,,7.0,1.74,6.0,5000040,6.0,1.0,10.44
15,251,FruchtGelee Rote Johannisbeere,195g,EU/nEU,,Aufstriche – fruchtiges,,7.0,1.56,6.0,5000180,6.0,1.0,9.36
15,252,Kinder Ketchup ohne Zucker mit Apfelsüße,500ml,EU/nEU,,"Öl, Essig, Soßen",,7.0,1.85,6.0,5550010,6.0,1.0,11.100000000000001
15,256,Ganzkorn Senf,160ml,EU/nEU,,"Öl, Essig, Soßen",,7.0,1.24,6.0,5700025,6.0,1.0,7.4399999999999995
15,261,4-Pfeffer Streich,180g,EU/nEU,,Aufstriche – herzhaft,,7.0,1.6400000000000001,6.0,5100025,6.0,1.0,9.84
15,266,Bärlauch-Tomate Streich,180g,EU/nEU,,Aufstriche – herzhaft,,7.0,1.6400000000000001,6.0,5100090,6.0,1.0,9.84
15,267,Olive Streich,180g,EU/nEU,,Aufstriche – herzhaft,,7.0,1.6400000000000001,6.0,5100100,12.0,2.0,19.68
15,269,streich`s drauf Bruschesto- (Bruschetta nach Pesto,160g,EU/nEU,,Aufstriche – herzhaft,,7.0,1.63,6.0,5100415,6.0,1.0,9.78
15,270,streich`s drauf Arrabitom - (Arrabiata / Tomate),160g,EU/nEU,,Aufstriche – herzhaft,,7.0,1.63,6.0,5100440,6.0,1.0,9.78
15,274,Tomatenmark,130g,EU/nEU,,Konserven und Gläser,,7.0,0.66,6.0,5600030,6.0,1.0,3.96
15,276,"Tomatensauce Toskana pikant, aromatisch",340ml,EU/nEU,,Konserven und Gläser,,7.0,1.6600000000000001,6.0,5600145,6.0,1.0,9.96
15,277,Tomatensauce Ricotta,340ml,EU/nEU,,Konserven und Gläser,,7.0,1.6600000000000001,6.0,5600160,6.0,1.0,9.96
15,279,streich`s drauf Kürbi - (Butternut-Kürbis/Ingwer),160g,EU/nEU,,Aufstriche – herzhaft,,7.0,1.63,6.0,5100460,6.0,1.0,9.78
15,280,Jasmin Spitzenreis Langkorn weiß (Thailand),500g,Thailand,,Reis,Rapunzel,7.0,1.8,6.0,406370,6.0,1.0,10.8
15,282,Olivenöl fruchtig nativ extra,1 Liter,Spanien,,"Öl, Essig, Soßen",Rapunzel ,7.0,7.7,6.0,1000635,6.0,1.0,46.2
15,284,FruchtGarten Sauerkirsche - 70% Fruchtanteil,225g,EU/nEU,,Aufstriche – fruchtiges,,7.0,1.74,6.0,5000030,6.0,1.0,10.44
15,869,Nirwana Milchschokolade mit Praliné-Füllung HIH,100g,EU/nEU,,Schokolade,RAP,7.0,1.45,12.0,1430305,12.0,1.0,17.4
22,347,Zitronen Fino,kg,Spanien,,Obst,,7.0,2.45,6.0,111120,6.0,1.0,14.700000000000001
22,350,"Erdbeeren, lose",kg,Spanien,,Obst,,7.0,5.8,1.0,115111,2.0,2.0,11.6
22,355,Bananen (18kg Karton),kg,Dominikanische Republik,,Obst,,7.0,1.49,18.0,116405,18.0,1.0,26.82
22,356,Ingwer,kg,Costa Rica,,Obst,,7.0,7.44,2.0,118061,2.0,1.0,14.88
22,361,Kiwi Hayward,kg,Italien,,Obst,,7.0,3.58,3.0,116223,3.0,1.0,10.74
22,368,Lauch/Porree,kg,Deutschland,,Gemüse,,7.0,2.95,5.0,124505,5.0,1.0,14.75
22,369,Strauch-Tomaten         ,kg,Spanien,,Gemüse,,7.0,3.88,5.0,1271753,5.0,1.0,19.4
22,370,Cherry-Tomatine Marzanino 250g-Schale,250g Schale,Italien,,Gemüse,,7.0,1.52,6.0,127159,12.0,2.0,18.240000000000002
22,373,Möhren gewaschen,kg,Deutschland,,Gemüse,,7.0,1.3,5.0,120608,15.0,3.0,19.5
